created_by,name,tourism,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,brand,contact:facebook,email,fax,internet_access,operator,phone,rooms,smoking,stars,website,wheelchair,wikidata,brand:wikidata,brand:wikipedia,fhrs:id,internet_access:fee,internet_access:operator,internet_access:ssid,name:zh,source,source:addr,amenity,addr:country,contact:twitter,payment:american_express,addr:housename,fhrs:local_authority_id,fhrs:confidence_management,fhrs:hygiene,fhrs:rating,fhrs:structural,source:postcode,check_date,old_name,fhrs:authority,contact:email,contact:fax,contact:phone,contact:website,name:full,addr:place,addr:interpolation,toilets:wheelchair,contact:instagram,contact:linkedin,air_conditioning,postal_code,entrance,cuisine,restaurant,payment:lightning,fhrs:note,name:ja,addr:suburb,alt_name,url,building,start_date,fixme,opening_hours,name:botanical,note,name:en,access,description,historic,level,loc_name,addr:floor,branch,wheelchair:description,not:addr:postcode,material,wikipedia,operator:wikidata,contact:pinterest,ref,pets_allowed,official_name,source:addr:postcode,fhrs:name,dog,old_fhrs:id,toilets,checkfirst:suggested:name,payment:credit_cards,payment:diners_club,payment:discover_card,payment:mastercard,payment:visa,source:name,parking,bar,addr:county,survey:date,note:addr:postcode,nodes,building:levels,building:levels:underground,architect,owner,atm,building:material,roof:levels,building:colour,roof:colour,roof:material,roof:shape,name:ko,building:min_level,contact:youtube,building:use,reservation,name:es,layer,levels,name:fa,addr:hamlet,old_name:1906-2013,name:pl,source:building,fhrs:inspectiondate,contact:google_plus,check_date:internet_access,designation,stairs,payment:cash,old_operator,short_name,twitter,addr:unit,source:building:levels,source:addr:housenumber,source:operator,building:architecture,building:cladding,image,dontimport:fhrs:addrline3,name:el,accommodation,food,outdoor_seating,listed_status,ref:GB:uprn,hotel,landuse,was:amenity,payment:cheque,payment:maestro,payment:visa_electron,brewery,opening_hours:kitchen,source:rooms,roof:orientation,wheelchair:description:en,opening_date,breakfast,toilets:access,building:part,facebook,instagram,guest_house,payment:contactless,construction,not:brand:wikidata,swimming_pool,beer_garden,height,ways,type,contact:vk,building:start_date
,Baglioni Hotel,hotel,"POLYGON ((-0.1845687 51.5016886, -0.1845711 51.5017261, -0.1845984 51.5017255, -0.1846066 51.5017389, -0.1846529 51.5017399, -0.1846644 51.5017255, -0.1846859 51.5017245, -0.1846991 51.5017348, -0.1847024 51.5017522, -0.1847173 51.5017625, -0.1848015 51.5017615, -0.1848147 51.5017707, -0.1848659 51.5017707, -0.184884 51.5017584, -0.1848596 51.5013488, -0.1846721 51.5013536, -0.1846743 51.5013853, -0.1845546 51.501388, -0.1845589 51.5014625, -0.184617 51.5014612, -0.1846184 51.5014864, -0.1845614 51.5014863, -0.1845627 51.5015242, -0.1846494 51.5015223, -0.184651 51.5015521, -0.184728 51.5015505, -0.1847304 51.501594, -0.1847062 51.5015945, -0.1847049 51.5015697, -0.1845645 51.5015725, -0.1845687 51.5016886))",,60,,Hyde Park Gate,,,,,,,+44 20 3911 2033,67,,5,https://www.baglionihotels.com/branches/baglioni-hotel-london/,,Q4841991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7603534065, 7603534072, 7603534073, 7603534074, 7603534075, 7603534076, 7603534077, 7603534078, 7603534079, 7603534080, 7603534081, 7603534082, 7603534083, 7603534084, 7603534085, 7603534086, 7603534087, 7603534088, 7603534089, 7603534090, 7603534091, 7603534066, 7603534092, 7603534093, 7603534094, 7603534095, 7603534096, 7603534097, 7603534098, 7603534099, 7603534065]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OYO Mystay Inn,hotel,"POLYGON ((-0.1937822 51.4890554, -0.1937243 51.4890199, -0.1938412 51.4889363, -0.1938696 51.4889158, -0.1939111 51.4889381, -0.1938667 51.48897, -0.193892 51.4889836, -0.1937822 51.4890554))",,15,,Warwick Road,,,,,,,,23,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7619524591, 7619524586, 7619524588, 7764062224, 7764062223, 7764062222, 7619524587, 7619524591]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Haverstock Hotel,hotel,"POLYGON ((-0.1619833 51.5491161, -0.1619927 51.5491225, -0.1619359 51.5491549, -0.1618379 51.5490885, -0.161919 51.5490421, -0.1619943 51.5489993, -0.162083 51.5490592, -0.1619833 51.5491161))",London,154,,Haverstock Hill,,,,,,MStay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7619950581, 7619950584, 7619950583, 7619998586, 7619950575, 7619950574, 7619950580, 7619950581]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DoubleTree by Hilton Hotel London - Docklands Riverside,hotel,"POLYGON ((-0.0324427 51.5041894, -0.0324988 51.5041808, -0.0328417 51.5041624, -0.0335833 51.504135, -0.0338869 51.5040399, -0.0339463 51.5040278, -0.0339984 51.5041358, -0.0340361 51.5042462, -0.0340524 51.5042955, -0.0340808 51.5044176, -0.0340729 51.5045347, -0.0340223 51.5050009, -0.0340261 51.505086, -0.0334451 51.5052234, -0.0331884 51.5052792, -0.0329228 51.5048538, -0.0328687 51.5047551, -0.0330157 51.5047128, -0.0330575 51.5046954, -0.0330905 51.5046923, -0.0330914 51.5046695, -0.0330596 51.5046331, -0.0330785 51.5045857, -0.0330726 51.5045778, -0.0328963 51.504594, -0.032878 51.5045404, -0.0328755 51.5045252, -0.0328701 51.5045073, -0.0328624 51.5044696, -0.0330154 51.5044672, -0.0330203 51.5043536, -0.0328507 51.5043306, -0.0325316 51.5043618, -0.032493 51.5043335, -0.0322854 51.5043592, -0.0322653 51.504305, -0.0323005 51.5042725, -0.0323424 51.5042708, -0.0324452 51.5042067, -0.0324427 51.5041894))",London,265A,SE16 5HW,Rotherhithe Street,DoubleTree,https://www.facebook.com/DoubleTreeDockLDN,,,wlan,Hilton Hotels,,378,no,4,https://www.hilton.com/en/hotels/lonnddi-doubletree-london-docklands-riverside/?WT.mc_id=zELWAKN0EMEA1DT2DMH3LocalSearch4DGGenericx6LONNDDI,,Q17444904,Q2504643,en:DoubleTree,,,,,,,,,,https://twitter.com/DoubleTreeDock,,,,,,,,,,,,,,+44 20 7231 1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DoubleTree by Hilton,,,,,,,,,,,,,,,,,,"[4616747548, 2125087087, 2138078975, 668974560, 668974552, 7623756934, 6568242371, 6568242369, 6568242373, 7623756935, 3946837510, 3946837498, 7623756936, 2664141087, 2664141092, 602656328, 2125087156, 2125086988, 2125087118, 293948628, 2125087183, 2125087152, 2125087110, 293948627, 293948626, 2125087198, 6781565830, 2125087139, 4616747559, 293948575, 4616747557, 4616747556, 4616747555, 4616747554, 4616747553, 4616747552, 4616747551, 4616747550, 4616747549, 4616747548]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Park City Grand Plaza Kensington,hotel,"POLYGON ((-0.1892208 51.4958324, -0.1892559 51.4957741, -0.189284 51.4957203, -0.189319 51.4956636, -0.1893517 51.4956097, -0.1893869 51.495559, -0.1894278 51.4955059, -0.1894767 51.4954501, -0.1891954 51.4953647, -0.1890664 51.4953217, -0.1889781 51.4954325, -0.1890948 51.4954688, -0.1890318 51.495543, -0.1890621 51.4955532, -0.1890084 51.4956258, -0.1889781 51.49562, -0.1889337 51.4956884, -0.1888963 51.4956811, -0.1888567 51.4957509, -0.1889664 51.4957741, -0.1889757 51.4957567, -0.1890388 51.4957698, -0.1890271 51.4957899, -0.1892208 51.4958324))",,18-30,,Lexham Gardens,,,,,,,+44 20 7341 7090,76,,4,http://www.parkcitylondon.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1783432006, 7668358361, 7668358362, 7668358363, 7668358364, 7668358365, 7668358366, 1783431932, 1783431917, 7668358367, 7668358368, 7668358369, 7668358370, 7668358371, 7668358372, 7668358373, 7668358374, 7668358375, 7668358376, 7668358377, 7668358378, 7668358379, 1783432000, 1783432006]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1 Lexham Gardens Hotel,hotel,"POLYGON ((-0.1902948 51.4951992, -0.1903101 51.4951887, -0.1901933 51.4951232, -0.1902188 51.4951062, -0.1902461 51.4951175, -0.1902498 51.4951001, -0.1902637 51.4950914, -0.1902945 51.4950895, -0.190303 51.4950842, -0.1903114 51.495079, -0.1903083 51.4950636, -0.1903314 51.4950502, -0.1903592 51.4950464, -0.1903367 51.4950339, -0.1903636 51.4950145, -0.1904837 51.4950847, -0.190499 51.4950741, -0.1905825 51.495121, -0.1903869 51.4952491, -0.1903219 51.4952137, -0.1902948 51.4951992))",,1,,Lexham Gardens,,,,,,,+44 20 7370 1994,56,,,http://1lexhamgardens.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7671081615, 7671081616, 7671081617, 7671081618, 7671081619, 7671081620, 7671081621, 7671081622, 8016172819, 7671081623, 7671081624, 7671081625, 7671081626, 7671081627, 7671081628, 7671081629, 1106568830, 1783431890, 7671081630, 7671081608, 7671081615]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Seraphine Kensington Olympia,hotel,"POLYGON ((-0.1976805 51.4992594, -0.1975297 51.4993162, -0.1975348 51.4993234, -0.1973867 51.4993727, -0.1973656 51.4993727, -0.1972401 51.4992096, -0.1973976 51.4991629, -0.1973841 51.499145, -0.1974202 51.4991344, -0.1974355 51.4991525, -0.1975189 51.4991283, -0.197505 51.4991094, -0.1975363 51.4990986, -0.1975673 51.4991342, -0.1976805 51.4992594))",,225,,Kensington High Street,,,,,,,+44 20 7938 5911,40,,4,https://www.seraphineolympia.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1931256257, 7703089536, 7703089537, 7703089538, 7703089539, 7703089540, 7703089541, 7703089542, 7703089543, 7703089544, 7703089545, 7703089546, 7703089522, 1931256242, 1931256257]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,London Lodge Hotel,hotel,"POLYGON ((-0.1949676 51.4957236, -0.195133 51.4956932, -0.1951987 51.4958363, -0.1950327 51.495865, -0.1950128 51.4958217, -0.1949676 51.4957236))",,134-136,,Lexham Gardens,,,,,,,+44 20 7244 8444,28,,3,https://www.londonlodgehotel.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7711457081, 7711465508, 7711465509, 7711465510, 7711457082, 7711457081]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NH London Kensington,hotel,"POLYGON ((-0.1942045 51.4948859, -0.1942085 51.4949418, -0.1941879 51.4949424, -0.1941893 51.494955, -0.1941959 51.4950391, -0.1941965 51.495061, -0.1942612 51.4950592, -0.1942586 51.4950233, -0.1942965 51.4950222, -0.1942991 51.4950584, -0.1943678 51.4950564, -0.1943652 51.4950198, -0.1944063 51.4950187, -0.194409 51.4950556, -0.1944663 51.495054, -0.1944636 51.4950167, -0.1945142 51.4950152, -0.194519 51.4950808, -0.1946959 51.4950758, -0.1946912 51.4950104, -0.1947292 51.4950093, -0.1947321 51.4950488, -0.1947953 51.4950471, -0.1947924 51.4950071, -0.1948417 51.4950058, -0.1948338 51.4948696, -0.1942045 51.4948859))",,202-220,,Cromwell Road,NH,,,,,,,121,,4,https://www.nh-hotels.com/hotel/nh-london-kensington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7715719687, 7715719688, 7715719689, 7715719719, 1288752364, 7715719690, 7715719691, 7715719692, 7715719693, 7715719694, 7715719695, 7715719696, 7715719697, 7715719698, 7715719699, 7715719700, 7715719701, 7715719702, 7715719703, 7715719704, 7715719705, 7715719706, 7715719707, 7715719708, 7715719709, 7715719710, 7715719687]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Premier Inn,hotel,"POLYGON ((-0.0485437 51.6120661, -0.0483039 51.6125485, -0.0480913 51.6125077, -0.0483108 51.6120657, -0.0483994 51.6120827, -0.0484194 51.6120423, -0.0485437 51.6120661))",,,,,Premier Inn,,,,wlan,,,,,,,,,Q2108626,en:Premier Inn,,customers,Virgin Media,Premier Inn Free Wi-Fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7725609951, 7725609952, 7725609953, 7725609954, 7725609955, 7725609956, 7725609951]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,West Cromwell Hotel,hotel,"POLYGON ((-0.1992455 51.4935336, -0.1992424 51.4935302, -0.199315 51.4935046, -0.1994208 51.4936218, -0.1993771 51.4936364, -0.199347 51.4936032, -0.1993184 51.4936133, -0.1992455 51.4935336))",,66,,West Cromwell Road,,,,,,,+44 20 7373 8853,21,,2,https://www.westcromwellhotel.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7749861042, 7749861049, 7749861050, 7749861051, 7749861052, 7749861053, 7749861054, 7749861042]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Forest House,hotel,"POLYGON ((-0.1093725 51.611846, -0.109367 51.6118464, -0.1091741 51.611856, -0.1090168 51.6118583, -0.1090061 51.6117382, -0.1093617 51.6117259, -0.1093725 51.611846))",London,70,N13 6BE,Green Lanes,,,,,wlan,,,28,,,http://www.foresthouselondon.co.uk/,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7774534822, 7774534817, 7774534816, 7774534819, 7774534820, 7774534821, 7774534822]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coronation Hotel,hotel,"POLYGON ((-0.1968083 51.4926838, -0.1968933 51.4926561, -0.1969873 51.4927586, -0.1969556 51.4927717, -0.196972 51.4927897, -0.1969184 51.492808, -0.1968083 51.4926838))",,59,,Nevern Square,,,,,,,+44 20 7373 6396,29,,3,https://www.hydeparkhotels.com/coronation-hotel/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7774947795, 7774947796, 7774947797, 7774947798, 7774947799, 7774947800, 7774947795]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oliver Plaza,hotel,"POLYGON ((-0.1953413 51.4915809, -0.1954257 51.4915223, -0.1954814 51.4915535, -0.1955055 51.4915368, -0.195533 51.4915521, -0.1954976 51.4915766, -0.1956769 51.4916768, -0.1956037 51.4917275, -0.1955257 51.4916839, -0.1953413 51.4915809))",,33,,Trebovir Road,,,,,,,,46,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7775638850, 7775638853, 7775638854, 7775638855, 7775638856, 7775638857, 7775638858, 7775638859, 7775638851, 7775638850]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OYO Amsterdam Hotel,hotel,"POLYGON ((-0.1943211 51.4922764, -0.1942401 51.4923299, -0.1944059 51.4924284, -0.1944863 51.4923774, -0.194468 51.4923662, -0.1943211 51.4922764))",,7,,Trebovir Road,,,,,,,+44 20 8089 8579,19,,3,https://www.oyorooms.com/gb/56978-oyo-hotels-oyo-amsterdam-hotel-london/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7777539019, 7777539024, 7777539025, 7777539026, 7777539020, 7777539019]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,My Place Hotel,hotel,"POLYGON ((-0.1941772 51.4923715, -0.1940272 51.4924705, -0.194077 51.4925052, -0.194149 51.4925554, -0.194256 51.4926299, -0.1943042 51.4926038, -0.1942155 51.4925427, -0.194333 51.492464, -0.1941772 51.4923715))",,1-3,,Trebovir Road,,,,,,,+44 20 7373 0833,50,,3,https://www.myplacehotel.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7777539027, 7777539032, 7777539042, 7777539041, 7777539033, 7777539034, 7777539035, 7777539028, 7777539027]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,London Court Hotel,hotel,"POLYGON ((-0.1941741 51.4928257, -0.1940677 51.4927404, -0.194269 51.4926389, -0.1943875 51.4927252, -0.1941741 51.4928257))",London,194-196,SW5 9QF,Earl's Court Road,,,info@londoncourthotel.com,,,,+44 20 7373 0027,22,,3,http://www.londoncourthotel.com/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7777539037, 7777539038, 7777539039, 7777538989, 7777539037]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Trebovir Hotel,hotel,"POLYGON ((-0.194446 51.4919279, -0.1942903 51.491838, -0.1942791 51.4918315, -0.1943262 51.4917999, -0.194306 51.4917882, -0.1943345 51.4917691, -0.1943548 51.4917808, -0.1943734 51.4917683, -0.1943317 51.4917443, -0.1943722 51.4917171, -0.1944103 51.4917391, -0.1944292 51.4917264, -0.1945996 51.4918248, -0.194446 51.4919279))",,18-20,,Trebovir Road,,,,,,,+44 20 7373 6625,61,,3,http://www.trebovirhotel.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7777760463, 7777760462, 7777760467, 7777760468, 7777760469, 7777760470, 7777760471, 7777760472, 7777760473, 7777760474, 7777760475, 7777760476, 7777760477, 7777760463]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mayflower Hotel,hotel,"POLYGON ((-0.1947374 51.4917323, -0.1945724 51.491637, -0.1946873 51.4915599, -0.194673 51.4915516, -0.1947021 51.4915321, -0.1947333 51.4915501, -0.1948814 51.4916357, -0.1947374 51.4917323))",,26-28,,Trebovir Road,,,,,,,+44 20 7370 0991,48,,3,https://www.mayflowerhotel.co.uk/,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7777760480, 7777760484, 7777760485, 7777760486, 7777760487, 7777760489, 7777760488, 7777760480]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"The Gantry London, Curio Collection by Hilton",hotel,"POLYGON ((-0.0079769 51.5465004, -0.0079802 51.5464946, -0.0079816 51.5464066, -0.0079869 51.5463413, -0.0079896 51.5463017, -0.0079839 51.5462908, -0.0079715 51.5462852, -0.0079414 51.5462804, -0.0079447 51.5462646, -0.0079286 51.5462575, -0.0078106 51.5462358, -0.0077328 51.5462291, -0.0076557 51.5462304, -0.0075028 51.5462404, -0.0074855 51.5462463, -0.0074679 51.5462433, -0.0074529 51.546242, -0.0074478 51.546242, -0.0074452 51.546243, -0.0074398 51.5462499, -0.0074337 51.5462661, -0.0074173 51.5462671, -0.007413 51.546271, -0.0073891 51.5463136, -0.0073513 51.5463855, -0.007356 51.5463991, -0.0073696 51.5464048, -0.0073821 51.546406, -0.0073761 51.5465039, -0.007657 51.5465031, -0.0079521 51.5465023, -0.0079635 51.5465023, -0.0079769 51.5465004))",London,40,E20 1DB,Celebration Avenue,Curio Collection by Hilton,,,,wlan,Hilton,+44 20 4549 7600,291,no,,https://www.hilton.com/en/hotels/longaqq-the-gantry-london/,yes,,,,1402911,no,,,,,,,,,,,,,,,,,2020-08-04,,,,,,,,,,,,,yes,,,,,,,,,,,hotel,2020-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7783538184, 7783565997, 7783538183, 7783538182, 7783538181, 7783538180, 7783538150, 7783565987, 7783538166, 7783538167, 7783538168, 7783538169, 7783538170, 7783538171, 7784013849, 7783565988, 7783538179, 7783565989, 7783538154, 7783538151, 7783538176, 7783538177, 7783538178, 7783538153, 7783565985, 7783565990, 7783538161, 7783538172, 8164610839, 7783565994, 7783538155, 7783565995, 7783538184]",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tourism,Q598884,,,,,,,
,Park Grand London Kensington,hotel,"POLYGON ((-0.1914348 51.4940474, -0.1915679 51.4939577, -0.191817 51.4936803, -0.1920348 51.4937527, -0.1920741 51.4937658, -0.1920199 51.4938328, -0.1918939 51.4937949, -0.1917371 51.4940208, -0.1917012 51.494012, -0.1916954 51.4940182, -0.1917179 51.4940296, -0.1916478 51.4940821, -0.191682 51.4941008, -0.1916328 51.4941351, -0.1915761 51.494105, -0.1915659 51.494114, -0.1914348 51.4940474))",,33-37,,Hogarth Road,,,,,,,,133,,4,https://www.parkgrandkensington.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7805825214, 7805825215, 7805825216, 7805825243, 7805825217, 7805825218, 7805825219, 7805825220, 7805825221, 7805825222, 7805825223, 7805825224, 7805825225, 7805825226, 7805825227, 7805825228, 7805825214]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ibis Styles London Kensington,hotel,"POLYGON ((-0.191817 51.4936803, -0.1918748 51.4936165, -0.1921603 51.4934087, -0.1922942 51.4934768, -0.1923029 51.4934838, -0.1922642 51.4935122, -0.1922397 51.4935302, -0.1922756 51.4935487, -0.1922289 51.4935783, -0.1921706 51.4936238, -0.1921828 51.4936281, -0.1921388 51.4936593, -0.192071 51.4936272, -0.1920486 51.4936437, -0.1921157 51.4936778, -0.1920873 51.4936998, -0.1920222 51.4936652, -0.192006 51.4936783, -0.1920757 51.4937091, -0.1920348 51.4937527, -0.191817 51.4936803))",,15-25,,Hogarth Road,,,,,,,+44 20 7373 4502,115,,3,https://ibis-styles-london-kensington-hotel.nochi.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7805825216, 7805825229, 4327409382, 4327409385, 7805825247, 7805825268, 7805825230, 7805825231, 7805825232, 7805825233, 7805825234, 7805825235, 7805825236, 7805825237, 7805825238, 7805825239, 7805825240, 7805825241, 7805825242, 7805825243, 7805825216]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dreamtel London Kensington,hotel,"POLYGON ((-0.1918785 51.4933961, -0.19205 51.4932732, -0.1919498 51.4932155, -0.1918904 51.4931823, -0.1917313 51.4932927, -0.1917886 51.4933247, -0.1917715 51.4933366, -0.1918785 51.4933961))",,32-36,,Hogarth Road,,,,,,,+44 20 7370 1445,65,,3,http://www.dreamtelkensington.website/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7808666464, 7808666467, 7808675288, 7808666468, 7808666469, 7808666470, 7808666471, 7808666464]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aquarius Hotel,hotel,"POLYGON ((-0.1924008 51.4930273, -0.1922855 51.4931078, -0.1921801 51.4930492, -0.1921474 51.4930313, -0.1921783 51.4930094, -0.1922142 51.493029, -0.192238 51.4930121, -0.1922033 51.4929931, -0.1922352 51.4929705, -0.1922712 51.4929902, -0.1922968 51.4929721, -0.1924008 51.4930273))",,20-22,,Hogarth Road,,,,,,,+44 20 7373 6155,41,,2,http://www.aquariushotel.co.uk/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7808675289, 7808675290, 7808666475, 7808675291, 7808675292, 7808675293, 7808675294, 7808675295, 7808675296, 7808675297, 7808675298, 7808675289]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
