note,geometry,amenity,wheelchair,source,name,fixme,addr:city,addr:housenumber,addr:street,operator,historic,website,nodes,addr:housename,addr:postcode,alt_name,branch,brand,brand:wikidata,brand:wikipedia,building,building:levels,building:levels:underground,description,fhrs:id,fhrs:local_authority_id,internet_access,internet_access:fee,internet_access:operator,internet_access:ssid,old_name,tourism,architect,bar,check_date,start_date,wikidata,wikipedia,atm,contact:facebook,contact:instagram,email,opening_hours,phone,smoking,stars,nohousenumber,fhrs:confidence_management,fhrs:hygiene,fhrs:rating,fhrs:structural,loc_name,postal_code,source:postcode,rooms,source:addr,building:material,roof:levels,building:colour,roof:colour,contact:email,contact:linkedin,contact:phone,contact:website,contact:youtube,name:fr,toilets:wheelchair,addr:country,fax,roof:material,roof:shape,name:en,name:ja,survey:date,name:fa,building:architecture,layer,name:zh,source:building,owner,he:inscription_date,heritage,heritage:operator,heritage:website,historic:amenity,historic:name,listed_status,ref:he,fhrs:authority,fhrs:inspectiondate,contact:fax,addr:county,addr:suburb,ref,cuisine,food,outdoor_seating,toilets,toilets:access,official_name,disused:name,disused:tourism,fhrs:name,source:addr:postcode,building:part,contact:twitter,source:rooms,roof:orientation,wheelchair:description,not:addr:postcode,opening_date,ref:GB:uprn,breakfast,source:addr:housenumber,accommodation,indoor_seating,height,air_conditioning,construction,not:brand:wikidata,swimming_pool,ways,type,name:es
,"POLYGON ((-0.1421459 51.5069857, -0.1420886 51.5070127, -0.1413182 51.5073724, -0.1412873 51.5073428, -0.1409981 51.5070394, -0.1412585 51.5069429, -0.1413173 51.5069211, -0.1413754 51.5069794, -0.141599 51.5068909, -0.1419353 51.5067582, -0.1421084 51.506948, -0.1421311 51.5069706, -0.1421459 51.5069857))",,limited,,The Ritz London,,London,150,Piccadilly,,,https://www.theritzlondon.com/,"[292899190, 6914269611, 292899192, 6914269613, 292899193, 8124343515, 2258504786, 2258504782, 6813183636, 292899194, 8124381036, 6915368619, 292899190]",,W1J 9BR,,,,,,hotel,,,,411626,00515/0150/0/000,yes,,,,,hotel,,,,,Q1481002,en:Ritz Hotel,,,,,,,,5,,0,0,5,5,The Ritz,W1J 9BS,FSA Food Hygiene Ratings Database,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1524729 51.5069891, -0.1523559 51.5070284, -0.1522461 51.5070554, -0.1521313 51.5070699, -0.1520008 51.5070693, -0.1517953 51.5075213, -0.1517624 51.5076073, -0.1519201 51.5076187, -0.151958 51.5076962, -0.1520099 51.5077925, -0.1522775 51.5077449, -0.1528695 51.507659, -0.1529581 51.5076456, -0.1529831 51.5076684, -0.1531377 51.5076008, -0.1531681 51.5075875, -0.1524729 51.5069891))",,,,The Dorchester,,London,53,Park Lane,Dorchester Collection,,,"[292900633, 1483798778, 1483798779, 1483798780, 292900637, 1483798782, 292900639, 1483798784, 1490024217, 292900642, 1490024232, 1490024214, 1483798787, 1483798790, 1490024207, 292900643, 292900633]",,W1K 1QA,The Dorchester Hotel,,,,,hotel,10,,,411858,00585/0053/0/000,,,,,,hotel,,,,,Q2749941,,,,,,,,,5,,5,5,4,10,,,,250,FSA Food Hygiene Ratings Database,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1496249 51.510395, -0.1495304 51.5102001, -0.1495147 51.5101672, -0.1495052 51.5101288, -0.1495236 51.5100837, -0.1495807 51.5100382, -0.1499595 51.5099724, -0.149996 51.5100473, -0.1500157 51.5100436, -0.1500316 51.5100762, -0.1499825 51.5100864, -0.1499127 51.5100997, -0.1499561 51.5101882, -0.150026 51.5101749, -0.1502034 51.5101422, -0.15021 51.5101652, -0.1504125 51.510125, -0.1504599 51.5102243, -0.1500866 51.5102934, -0.1500973 51.5103127, -0.1496249 51.510395))",,,,The Connaught,,,,,,,,"[292902950, 3493404770, 292902951, 292902952, 2217018572, 292902953, 292902954, 5826234667, 5826234668, 5826234669, 5826234671, 5826234670, 3029608789, 5826234672, 3029608787, 5826234666, 3029608786, 3029608790, 3029608791, 292902955, 292902950]",,,,,,,,hotel,6,,,,,,,,,,hotel,,,,,Q1032325,,,,,,,,,,,,,,,,,,,,brick,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1440603 51.525568, -0.1440608 51.5255397, -0.1440869 51.5255401, -0.1440876 51.5255122, -0.1440605 51.5255122, -0.1440595 51.5254909, -0.1440011 51.5254901, -0.1440011 51.5254867, -0.1439086 51.5254183, -0.1440353 51.5254171, -0.1440407 51.5253037, -0.1440562 51.525304, -0.1440587 51.5252731, -0.1440619 51.5252353, -0.144064 51.525209, -0.1440662 51.5251827, -0.1440692 51.5251463, -0.144035 51.5251451, -0.1440387 51.5249945, -0.144038 51.5249865, -0.1440326 51.5249796, -0.1440313 51.5249742, -0.1440669 51.5249548, -0.144067 51.5249193, -0.1440266 51.5248935, -0.1440413 51.5248593, -0.143985 51.5248601, -0.1439475 51.5248326, -0.1439018 51.5248305, -0.1437637 51.5249098, -0.1437248 51.5248805, -0.1437266 51.5248558, -0.1437302 51.5248071, -0.1436752 51.5248063, -0.1436707 51.524855, -0.1436685 51.5248789, -0.1436215 51.5249022, -0.1434875 51.5247992, -0.1434446 51.5247949, -0.1433949 51.5248234, -0.143344 51.5248201, -0.1433386 51.5248551, -0.1432796 51.5248897, -0.1432706 51.5249249, -0.1432417 51.5250886, -0.1432355 51.5251255, -0.1432293 51.5251619, -0.1432248 51.5251887, -0.1432179 51.5252298, -0.1432118 51.5252659, -0.1431941 51.5253554, -0.1431702 51.5254763, -0.1431482 51.5254909, -0.143144 51.5255218, -0.1431825 51.525554, -0.143177 51.5255739, -0.1432119 51.5255742, -0.1432474 51.5256027, -0.1433019 51.5256021, -0.1435713 51.5254602, -0.1435732 51.5254442, -0.1435988 51.525445, -0.1435978 51.5254613, -0.1438079 51.5256056, -0.1439555 51.5256061, -0.1439984 51.5255693, -0.1440603 51.525568))",,,yahoo,Meliá White House,,London,,Albany Street,,,,"[292942482, 6311804762, 6311804761, 6311804760, 6311804763, 6311804773, 6311804771, 6311804759, 6311804770, 6311804772, 6311804774, 6311803526, 6311803531, 6311803530, 6311803527, 6311803536, 6311803539, 6311803542, 6311803546, 6311803545, 6311803543, 6311803544, 6311803547, 292942483, 6311803570, 6311803569, 6311803571, 6311803572, 4376818675, 4376818680, 4376818677, 6311803561, 4376818673, 4376818674, 6311803560, 4376818676, 4376818678, 6311803556, 292942485, 6311803555, 6311803553, 6311803554, 4376818679, 6311804775, 6311920607, 6311920603, 6311920599, 6311920596, 6311920602, 6311920608, 7964076189, 4376818682, 6311920282, 4376818683, 6311920620, 6311920618, 6311920619, 6311804767, 292942486, 6311804695, 4376818681, 6311804693, 6311804694, 4376818684, 6311804768, 6311804766, 292942482]",The White House,NW1 3UP,,,‎Meliá,,,hotel,9,,,,,,,,,,hotel,,,,,Q26407111,,,,,,,,no,,,,,,,,,,,,,,white,darkgrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1635263 51.52202, -0.1630194 51.5213853, -0.1626787 51.5214487, -0.1626435 51.5214557, -0.162604 51.5214636, -0.1621871 51.521541, -0.1625362 51.5222046, -0.1629548 51.5221274, -0.1629948 51.5221199, -0.1630475 51.5221101, -0.1635263 51.52202))",,,,The Landmark,,,,,,,,"[295909870, 295909871, 7875476273, 8387600457, 7875476276, 295909873, 295909875, 2038803683, 8387600456, 2038803671, 295909870]",,,,,,,,hotel,6,,,,,,,,,,hotel,,,,,Q7745419,en:The Landmark London,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2187739 51.5944032, -0.2184403 51.5945085, -0.2182826 51.5943231, -0.218687 51.5941698, -0.218627 51.5940718, -0.2187546 51.5940206, -0.2189059 51.5942078, -0.218834 51.5942446, -0.2190829 51.5946386, -0.2191623 51.5948233, -0.2190282 51.5948466, -0.2188737 51.5948019, -0.2187761 51.5946666, -0.2188254 51.594552, -0.2188995 51.5945267, -0.2187739 51.5944032))",,,,Hendon Hall Hotel,,,,,,,,"[303652897, 303652898, 303652899, 303652900, 303652901, 303652894, 303652895, 303652896, 1938414371, 1938414419, 1938414414, 1938414398, 1938414379, 1938414392, 1938414427, 303652897]",,,,,,,,hotel,,,,,,,,,,,,,,,,Q26349954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3299283 51.4519092, -0.3299531 51.4519573, -0.3299339 51.4519609, -0.3301095 51.4523185, -0.329496 51.4524403, -0.3294375 51.452326, -0.3290765 51.4523976, -0.3290364 51.4523237, -0.3296223 51.4522079, -0.329616 51.4521955, -0.3298585 51.4521474, -0.3298312 51.4520938, -0.3298597 51.4520882, -0.3298269 51.4520239, -0.3298662 51.4520161, -0.329849 51.4519825, -0.3298739 51.4519775, -0.3298482 51.4519272, -0.3299283 51.4519092))",,,,,,,,,,,,"[312379671, 2981652584, 2981652587, 312379672, 312379673, 312379674, 2981839159, 2981652612, 2981652606, 2981652601, 312379675, 312379676, 2981652596, 2981652593, 2981652592, 2981652589, 2981652588, 2981652583, 312379671]",,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TW1 1HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2058804 51.4574126, -0.2061753 51.4576363, -0.2058693 51.4577929, -0.205788 51.4577312, -0.2057372 51.4577572, -0.2056634 51.4577013, -0.2054801 51.4577952, -0.2053725 51.4577136, -0.2054089 51.457695, -0.2053701 51.4576656, -0.2055336 51.4575818, -0.2054943 51.4575521, -0.2057836 51.4574039, -0.2058295 51.4574387, -0.2058804 51.4574126))",,,,The Lodge Hotel,,London,52-54,Upper Richmond Road,,,https://www.thelodgehotellondon.com/,"[342943120, 342943124, 342943126, 8347138474, 8347138475, 8347138473, 8347138476, 8347138482, 8347138481, 8347138477, 342943122, 8347138478, 8347138480, 8347138479, 342943120]",,SW15 2RN,,,,,,hotel,,,,298219,,,,,,,hotel,,,,,,,,,,,,+44 20 8874 1598,,,,,,,,,,,,FHRS Open Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1923899 51.498761, -0.1923078 51.4987845, -0.1921875 51.4988174, -0.192167 51.4987916, -0.1920062 51.4988391, -0.1918425 51.4988945, -0.1918624 51.4989236, -0.1917353 51.4989639, -0.1916471 51.4988646, -0.1917207 51.4988396, -0.1915039 51.4985804, -0.1914306 51.498604, -0.1913426 51.4985026, -0.1914239 51.4984758, -0.1911934 51.4982004, -0.1911636 51.4982089, -0.1911313 51.4981675, -0.1911604 51.4981538, -0.1911491 51.498142, -0.1916335 51.4979778, -0.1917111 51.4980776, -0.1915126 51.4981442, -0.1915716 51.4982137, -0.1917577 51.4981547, -0.1918329 51.4982487, -0.1916499 51.4983074, -0.191704 51.49838, -0.1920604 51.4982733, -0.1921655 51.4984338, -0.1922487 51.4985529, -0.1922882 51.4986105, -0.1923701 51.4987318, -0.1923899 51.498761))",,,,Holiday Inn London - Kensington High St.,,,,Wrights Lane,,,https://www.ihg.com/holidayinn/hotels/gb/en/london/lonwl/hoteldetail,"[376491785, 7674542301, 7674542302, 7674542303, 4713998317, 7674542304, 7674542305, 376491818, 7674542315, 7674542314, 7674542313, 7674542312, 7674542311, 7674542310, 7674542308, 7674542309, 7674542307, 7674542306, 376508334, 1156307501, 7674542289, 7674542290, 7674542291, 7674542292, 7674542293, 376508343, 7674542294, 376491801, 7674542295, 7674542300, 1646268534, 1646268542, 376491785]",,,,,,,,hotel,8,,,,,,,,,,hotel,,,,,,,,,,,,,,4,,,,,,,,,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2149014 51.5048563, -0.2146854 51.5044199, -0.2144708 51.5044611, -0.2141189 51.5045285, -0.2139117 51.5045682, -0.2135693 51.5046339, -0.2133791 51.5046703, -0.2136038 51.5051123, -0.2149014 51.5048563))",,,,Hilton London Kensington,,London,179-199,Holland Park Avenue,Hilton Worldwide,,,"[392373516, 392373517, 7410095420, 7410095423, 7410095424, 7410095427, 392373526, 392373527, 392373516]",,W11 4UL,,,Hilton,Q598884,,hotel,,,,,,wlan,yes,,,,hotel,,,,,Q51824364,,,https://www.facebook.com/HiltonKensington,,,,,no,4,,,,,,,,,601,,,,,,reservations.kensington@hilton.com,https://www.linkedin.com/company/hilton-london-kensington/,+44 20 7603 3355,https://www.hilton.com/en/hotels/lhrhitw-hilton-london-kensington/?WT.mc_id=zELWAKN0EMEA1HI2DMH3LocalSearch4DGGenericx6LHRHITW,https://www.youtube.com/channel/UCQ2S4dEaVQS5DBnDyM4bQzw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0907108 51.4940167, -0.0906762 51.493717, -0.0906968 51.4937, -0.0906833 51.4935825, -0.0905882 51.4935867, -0.0905938 51.4936351, -0.0905538 51.4936368, -0.0905615 51.4937037, -0.0903432 51.4937135, -0.0903523 51.4937917, -0.0905603 51.4937824, -0.0905797 51.4939504, -0.0903742 51.4939596, -0.0903825 51.4940314, -0.0907108 51.4940167))",,,,Rest Up London,,,172,New Kent Road,,,,"[442572136, 4523478379, 4523478378, 942331534, 4523478377, 4523478376, 942330757, 942330269, 442572138, 442572139, 4523478380, 442572141, 442572142, 442572135, 442572136]",Driscoll House,,,,,,,hotel,6,,,,,,,,,,,,,,,Q5307800,en:Driscoll House,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,Rest Up Londres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.4556163 51.4991757, -0.4555997 51.4991211, -0.4556319 51.4991152, -0.4556077 51.4990583, -0.4555692 51.4990653, -0.4555459 51.4990109, -0.45431 51.4992258, -0.454251 51.4992139, -0.4534397 51.4987253, -0.4532531 51.4988391, -0.453979 51.4992914, -0.4539709 51.4993074, -0.4538828 51.499293, -0.4538303 51.4994123, -0.4539082 51.4994264, -0.4537909 51.499664, -0.4539321 51.4996899, -0.4538393 51.4999141, -0.4540037 51.4999394, -0.4539927 51.4999702, -0.4537355 51.4999249, -0.4536739 51.5000765, -0.4539243 51.5001225, -0.4539153 51.500156, -0.454283 51.5002142, -0.4543604 51.5000286, -0.4541269 51.4999899, -0.4541591 51.4999358, -0.4542852 51.4999566, -0.4543631 51.4997914, -0.4544199 51.4997982, -0.454437 51.4997572, -0.4543715 51.4997465, -0.4544108 51.4996588, -0.4546613 51.4996956, -0.4547298 51.4995362, -0.4546645 51.49952, -0.454628 51.499617, -0.4545479 51.4996037, -0.4545898 51.4995049, -0.454309 51.4994692, -0.4543298 51.4994126, -0.4543701 51.4993921, -0.4556163 51.4991757))",,,,,,,,,,,,"[444685234, 1451087402, 1451087405, 1451087408, 1451087430, 444685235, 1451087394, 444685236, 444685237, 444685238, 1451087407, 444685239, 1451087431, 1451087419, 1451087433, 1451087412, 1451087396, 1451087403, 1451087413, 1451087414, 1451087425, 444685240, 444685241, 444685242, 444685243, 444685244, 444685245, 1451087420, 1451087416, 1451087399, 1451087429, 1451087424, 1451087438, 1451087404, 1451087392, 1451087441, 1451087432, 1451087434, 1451087401, 1451087389, 1451087410, 444685246, 1451087426, 444685234]",,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.4457406 51.4962034, -0.4458006 51.4960752, -0.4459723 51.4961126, -0.4460152 51.4960164, -0.4454659 51.4959202, -0.4453801 51.4961179, -0.4457406 51.4962034))",,,,,,,,,,,,"[444685358, 444685359, 444685360, 444685361, 444685362, 444685363, 444685358]",,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.4563795 51.4974295, -0.4564268 51.4974343, -0.4564777 51.49731, -0.4558546 51.4972135, -0.4558366 51.497265, -0.4557035 51.4972429, -0.4555673 51.4975603, -0.4556947 51.4975847, -0.4556838 51.4976257, -0.4556087 51.497614, -0.4556009 51.4976359, -0.4555683 51.4976317, -0.4555465 51.4976413, -0.455529 51.4976647, -0.4555364 51.4976882, -0.4555673 51.4976993, -0.4555637 51.4977179, -0.4562596 51.4978333, -0.4563593 51.4976069, -0.4561537 51.4975639, -0.4562158 51.4974167, -0.456367 51.4974405, -0.4563795 51.4974295))",,,,,,,,,,,,"[444685438, 1451081520, 1451081449, 1451081468, 1451081479, 444685439, 1451081516, 1451081460, 1451081467, 1451081508, 1451081461, 1451081462, 1451081518, 1451081522, 1451081521, 1451081452, 444685440, 444685441, 444685442, 444685443, 444685444, 444685445, 444685438]",,,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1581704 51.4986495, -0.1581651 51.4986237, -0.1581374 51.4985326, -0.1586012 51.498482, -0.1586177 51.4984802, -0.1587031 51.4984709, -0.1586999 51.4984594, -0.1589205 51.4984353, -0.1590216 51.498795, -0.159001 51.4987972, -0.1590146 51.4988455, -0.1589597 51.4988515, -0.1588311 51.4988655, -0.1586655 51.4988836, -0.1582491 51.498929, -0.1582207 51.4988282, -0.1581704 51.4986495))",,,,Jumeirah Hotel,,,,Cadogan Place,,,,"[448519281, 2641417331, 448519276, 7980758805, 7980758803, 7980758804, 5154089635, 1735018534, 1735018544, 1735018545, 448519300, 7980758801, 7980758802, 448519292, 5154089669, 4386384408, 448519281]",,,,,,,,hotel,,,,,,,,,,,hotel,,,,,Q6310945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.153174 51.5025793, -0.152945 51.502631, -0.1529566 51.502651, -0.1528864 51.5026669, -0.152899 51.5026885, -0.1528309 51.5027039, -0.1528182 51.5026823, -0.1527487 51.502698, -0.1527371 51.502678, -0.1526966 51.5026871, -0.1526343 51.5027012, -0.1524833 51.5027353, -0.1523729 51.5025311, -0.1524105 51.5025264, -0.1523815 51.5024565, -0.1523438 51.5024646, -0.1522267 51.5022546, -0.1524046 51.5022182, -0.1523771 51.5021601, -0.1524733 51.5021382, -0.1524908 51.5021734, -0.1525391 51.5021586, -0.1525532 51.5021817, -0.1527222 51.5021448, -0.1527123 51.5021285, -0.152758 51.5021187, -0.1527329 51.5020818, -0.1528599 51.5020521, -0.1529842 51.5022483, -0.1530896 51.5024271, -0.1531143 51.5024213, -0.1531391 51.5024155, -0.1531707 51.5024826, -0.1532275 51.5024709, -0.1532409 51.5024992, -0.1531434 51.5025206, -0.153174 51.5025793))",,,,The Lanesborough,,,,,,,,"[452411371, 5475561799, 5475561800, 5475561798, 5475561796, 5475561795, 5475561797, 5475561801, 5475561802, 5475561756, 5475561758, 452411374, 452411377, 452411380, 452411382, 452411384, 452411386, 452411387, 452411389, 1235851804, 1235851811, 1235851806, 1235851805, 1235851807, 1235851808, 1235851810, 1235851809, 452411392, 3735658541, 5365451975, 5365451973, 5365451971, 5365451970, 5365451969, 5365451968, 5365451967, 452411371]",,,,,,,,hotel,,,,,,,,,,,hotel,,,,,Q7745444,en:The Lanesborough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1509778 51.5040633, -0.1507117 51.5034702, -0.1499478 51.5036412, -0.1502654 51.5042022, -0.1504542 51.5041648, -0.1504027 51.5040686, -0.1506345 51.5040098, -0.1506972 51.5041187, -0.1509778 51.5040633))",,yes,,Intercontinental London Park Lane,,London,1,Hamilton Place,,,,"[452412245, 452412246, 452412247, 452412248, 452412249, 452412250, 452412251, 452412252, 452412245]",,W1J 7QY,,,InterContinental,Q1825730,,hotel,,,,,,,,,,,hotel,,,,,Q6044870,,,,,,,,,5,,,,,,,,,449,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.151622 51.5107286, -0.1515442 51.5105787, -0.15152 51.5105397, -0.1514922 51.5105453, -0.1514729 51.5105133, -0.1512807 51.5105461, -0.1512695 51.5105225, -0.1510847 51.5105577, -0.1510306 51.5104427, -0.151415 51.5103734, -0.1513391 51.510225, -0.1503725 51.5104114, -0.1503923 51.5104512, -0.1504376 51.5105613, -0.1507719 51.510498, -0.1508671 51.5106998, -0.1506899 51.5107348, -0.1506075 51.5105522, -0.1504498 51.510582, -0.1506244 51.5109172, -0.1507518 51.5108934, -0.1509183 51.5108622, -0.1509214 51.5108675, -0.1512457 51.5108049, -0.1512441 51.5108016, -0.151622 51.5107286))",,,,"The Biltmore Mayfair, LXR Hotels & Resorts",,London,44,Grosvenor Square,,,https://www.hilton.com/en/hotels/longsol-the-biltmore-mayfair-london/,"[452417142, 2337359074, 5826414776, 5826414777, 452417144, 3494883344, 3494883342, 452417147, 452417150, 452417153, 452417156, 452417159, 5826462656, 452417161, 452417164, 452417172, 452417175, 3494883345, 3494883350, 452417177, 3494883379, 3494883375, 3494883376, 3494883369, 3494883365, 452417142]",,W1K 2HP,,,LXR Hotels & Resorts,,,hotel,,,,,,wlan,yes,,,,hotel,,,,,Q13529145,"en:The Biltmore Mayfair, LXR Hotels & Resorts",,https://www.facebook.com/TheBiltmoreMayfair/,https://www.instagram.com/thebiltmoremayfair/,Biltmore.info@hilton.com,,+44 20 7629 9400,,5,,,,,,,,,308,,,,,,,https://www.linkedin.com/company/the-biltmore-mayfair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.142659 51.5078109, -0.1423016 51.5074765, -0.1420094 51.5076091, -0.1421916 51.5077664, -0.1421634 51.5077797, -0.1422148 51.5078213, -0.1423154 51.5077775, -0.1423527 51.5078105, -0.1424138 51.5078647, -0.1424584 51.5079043, -0.1425584 51.5078593, -0.1426286 51.5078253, -0.142659 51.5078109))",,,,Holiday Inn Mayfair,,London,3,Berkeley Street,LRG,,,"[454212865, 454212867, 454212868, 5719074898, 5719074899, 5719074900, 5719074897, 7712929541, 7712929540, 454212869, 2210523492, 2210523490, 454212865]",,,,,Holiday Inn,Q2717882,en:Holiday Inn,hotel,,,,412324,00762/0003/0/000,,,,,,hotel,,,,,,,,,,,,,,,,5,5,4,10,,W1J 8NE,FSA Food Hygiene Ratings Database,,FSA Food Hygiene Ratings Database,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1443051 51.5078728, -0.1435394 51.5082407, -0.1434956 51.5082617, -0.1440453 51.5087281, -0.1440668 51.5087343, -0.1440915 51.5087302, -0.1441378 51.5086835, -0.1441766 51.5087087, -0.1442215 51.5086679, -0.1443692 51.5085326, -0.1444456 51.5084645, -0.1444907 51.5084235, -0.1445378 51.5083807, -0.1445842 51.5083386, -0.1446258 51.5083009, -0.1445863 51.5082694, -0.1445635 51.5082512, -0.1445072 51.5082064, -0.1444701 51.5081768, -0.1443609 51.5080899, -0.1444076 51.508071, -0.1443259 51.5080107, -0.144425 51.5079658, -0.1443195 51.507884, -0.1443051 51.5078728))",,yes,,May Fair Hotel,,London,,Stratton Street,,,https://www.themayfairhotel.co.uk/,"[454212879, 5921940112, 454212881, 3468441196, 3468441198, 3468441197, 3468439091, 3468441193, 3468439088, 3468439075, 3468439068, 3468439063, 3468439057, 3468439052, 3468439049, 3468439047, 3468561256, 3468439045, 3468561241, 3468439044, 3468439043, 3468439042, 454212885, 3468561633, 454212879]",,W1J 8LT,,,,,,hotel,,,,,,,,,,,hotel,,,,,Q7750722,en:The May Fair,,,,,,+44 20 7629 7777,,5,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.222341 51.5730887, -0.2230426 51.5729069, -0.2229522 51.5727793, -0.2222635 51.5729592, -0.222341 51.5730887))",,,,Holiday Inn Brent Cross,,LONDON,,Tilling Road,,,https://www.ihg.com/holidayinn/hotels/gb/en/london/bregc/hoteldetail,"[478572323, 478572336, 478571876, 478571892, 478572323]",,NW2 1LP,,,,,,hotel,11,,,,,,,,,,hotel,,,,,,,,,,,,+44 871 942 9112,,,,,,,,,,,,,brick,,,,,,,,,,,GB,+44 (0)208 455 4660,metal,gambrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1236917 51.5223435, -0.123626 51.5222409, -0.1234101 51.5222939, -0.1234962 51.5224229, -0.1235603 51.5225236, -0.1241864 51.522367, -0.1247644 51.5221525, -0.1244654 51.5219168, -0.1243191 51.5219914, -0.1244559 51.5221099, -0.1241919 51.5222109, -0.1241154 51.5221125, -0.1239088 51.5221742, -0.1239798 51.5222818, -0.1236917 51.5223435))",,,Yahoo,President Hotel,,London,66,Russel Square,,,,"[490714650, 490714652, 490714653, 1156288959, 490714655, 490714657, 490714660, 490714665, 490714669, 490714672, 490714674, 490714676, 490714681, 490714683, 490714650]",,WC1B 5BB,,,,,,hotel,6,,,,,wlan,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,President Hotel,プレジデント・ホテル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1244654 51.5219168, -0.1243191 51.5219914, -0.1242046 51.5219009, -0.1239704 51.5220047, -0.1236561 51.522114, -0.1235458 51.5219894, -0.1236967 51.5219312, -0.1236783 51.521913, -0.1238049 51.5218695, -0.1238463 51.5218529, -0.1239941 51.5217934, -0.1238376 51.5216625, -0.1237248 51.521566, -0.1238298 51.5215175, -0.1239254 51.5214708, -0.1240462 51.5215756, -0.1244654 51.5219168))",,,survey,Imperial Hotel,,,,,,,http://www.imperialhotels.co.uk/imperial,"[490714665, 490714669, 490714699, 7526959071, 490714703, 490714706, 7526959068, 7526959069, 7526959070, 9702441402, 490714708, 2316821045, 490714712, 1392058834, 490714717, 2316821044, 490714665]",,,,,,,,hotel,,,,,,wlan,,,,,hotel,,,,,Q21585403,"en:Imperial Hotel, London",,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
