geometry,access,source,note,leisure,name,nodes,wikidata,addr:city,addr:country,addr:postcode,addr:street,description,golf:course,golf:par,phone,website,addr:housenumber,addr:housename,start_date,source:name,wikipedia,email,alt_name,postal_code,fhrs:id,not:addr:postcode,opening_hours,source:address,name:en,surface,old_name,operator,source:addr,golf,fixme,charge,fee,ways,type
"POLYGON ((-0.3258713 51.6094814, -0.3250559 51.6096547, -0.323983 51.6098013, -0.3229745 51.6098945, -0.3221604 51.6099275, -0.3220775 51.6099315, -0.3214359 51.6099265, -0.321004 51.6099442, -0.3205515 51.6098968, -0.320438 51.6098866, -0.3198748 51.6098365, -0.3191774 51.609789, -0.3184517 51.6097397, -0.317604 51.609682, -0.3164786 51.6097465, -0.31637 51.6101281, -0.3157022 51.6100312, -0.3156789 51.6100278, -0.315461 51.6102711, -0.3151425 51.6103609, -0.3148644 51.6105457, -0.3142897 51.6105898, -0.3131034 51.6104107, -0.3131127 51.6103088, -0.3129294 51.6092704, -0.3126302 51.6089343, -0.3122816 51.6090342, -0.3123032 51.6085159, -0.3126151 51.6076298, -0.3132216 51.6069523, -0.3138449 51.6062561, -0.3142198 51.6058834, -0.3152927 51.6050172, -0.315636 51.6049239, -0.317052 51.6048737, -0.3171663 51.6051265, -0.3183943 51.6051381, -0.322188 51.6055612, -0.3223416 51.6052996, -0.3233331 51.605367, -0.3242286 51.6052844, -0.3244029 51.6057164, -0.3244441 51.6066199, -0.3244957 51.6073822, -0.3249272 51.6078957, -0.3255494 51.6084554, -0.3257855 51.609135, -0.3258713 51.6094814))",,,,golf_course,Stanmore Golf Club,"[25423494, 25423450, 25423454, 25423461, 6524274136, 6550648778, 25423462, 6531619726, 6522730759, 6567393505, 25423463, 6531619727, 25423464, 585269656, 585269655, 25423467, 585269653, 25423468, 25423469, 25423470, 25423471, 5111278522, 6531619724, 5111276716, 5111276717, 5111276718, 5111276719, 25423473, 585269921, 25423475, 25423476, 25423477, 25423478, 25423479, 25423480, 25423482, 8768248193, 25423483, 8768248194, 370213851, 25423485, 25423487, 25423489, 25423490, 25423491, 25423492, 25423493, 25423494]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3200219 51.5482486, -0.3174209 51.5484148, -0.3151678 51.5482714, -0.3148727 51.5480711, -0.3137219 51.5479822, -0.3131857 51.5479552, -0.3130263 51.5481236, -0.3123486 51.5479246, -0.3119667 51.5478248, -0.3113659 51.5474239, -0.3099926 51.5469302, -0.3081902 51.5461029, -0.3070935 51.545238, -0.3088983 51.5452221, -0.3088994 51.5449617, -0.3084803 51.5448565, -0.3080405 51.5444675, -0.3080537 51.5440737, -0.3086 51.5432745, -0.3091275 51.5437486, -0.3097995 51.5443014, -0.3102716 51.5445549, -0.3111299 51.5447417, -0.3119238 51.5447551, -0.3128894 51.5446083, -0.3150566 51.5441546, -0.3153999 51.544208, -0.3155501 51.5440612, -0.3196056 51.5432338, -0.3204854 51.54278, -0.3212793 51.5421528, -0.3216869 51.5420005, -0.3223607 51.5418924, -0.3229523 51.5418966, -0.3231378 51.5419429, -0.3229373 51.5422397, -0.3227174 51.5425104, -0.3232984 51.5431289, -0.3228468 51.5432791, -0.3224359 51.5437272, -0.3221762 51.5440481, -0.3218398 51.5443062, -0.3211867 51.5446264, -0.3209413 51.5447849, -0.3208351 51.5448355, -0.3207227 51.5448594, -0.3205967 51.5449297, -0.3206125 51.5450462, -0.3206058 51.5451956, -0.3202048 51.5452875, -0.3199964 51.5452723, -0.3193049 51.5451916, -0.3191909 51.545114, -0.3190193 51.5450757, -0.3187832 51.545119, -0.3186893 51.5452041, -0.3187416 51.5452867, -0.3190449 51.5457023, -0.3196531 51.5466463, -0.3197885 51.5470242, -0.3198214 51.547179, -0.3200219 51.5482486))",,yahoo,,golf_course,Sudbury Golf Course,"[2295211958, 25436691, 25436693, 25436694, 305268995, 581995209, 305268998, 305268999, 25436707, 25436708, 25436709, 25436710, 25436690, 25436689, 25436688, 2370652642, 25436687, 25436686, 25436685, 2337601402, 25436684, 25436683, 25436682, 25436681, 25436680, 25436679, 25436678, 25436677, 25436676, 25436675, 25436674, 25436673, 8367956426, 8367956427, 25436672, 270748891, 270748892, 25436403, 270750075, 32655280, 7647399250, 32655282, 32655283, 32655281, 7647399248, 7647399247, 7647399246, 7647399249, 2295229098, 7647399245, 32655279, 2295211951, 7647399244, 7647399243, 7647399242, 7647399241, 32655284, 2334748373, 2295211955, 8367759590, 8367759592, 2295211958]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3256983 51.5321997, -0.3242487 51.5323125, -0.3226642 51.5325244, -0.3206155 51.5328926, -0.3194769 51.5327834, -0.3148206 51.5322495, -0.3129323 51.5321694, -0.3108938 51.5319291, -0.3087052 51.5315287, -0.3089626 51.5311149, -0.3089205 51.5300487, -0.3091873 51.5297613, -0.3098107 51.5297341, -0.3105105 51.5298568, -0.3118404 51.5304578, -0.312303 51.5304775, -0.3124855 51.5303478, -0.3124938 51.5301634, -0.3127275 51.5301076, -0.3128872 51.5301037, -0.3132305 51.5301618, -0.3132921 51.5302646, -0.3132072 51.5303784, -0.3125675 51.5310348, -0.3130181 51.5312884, -0.3137692 51.531275, -0.3143485 51.5311149, -0.3157862 51.5302872, -0.3158506 51.5298467, -0.3187767 51.5287564, -0.3196056 51.5283251, -0.3208636 51.5280981, -0.3225122 51.5276375, -0.323418 51.5291711, -0.3236351 51.5293931, -0.3239372 51.5299137, -0.3245615 51.5301904, -0.3256983 51.5321997))",,yahoo,,golf_course,Ealing Golf Course,"[25438094, 25438139, 32650819, 25438138, 25438137, 25438136, 25438135, 25438134, 25438133, 25438132, 25438131, 25438140, 25438130, 25438129, 25438128, 25438127, 25438126, 7798022366, 7798022365, 7798022364, 25438125, 25438124, 25438123, 25438122, 25438121, 25438120, 25438107, 25438119, 25438106, 25438105, 25438104, 25438103, 25438102, 25438101, 25438100, 2312152756, 25438095, 25438094]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3987845 51.4955914, -0.3987136 51.4956017, -0.3982266 51.4956849, -0.3973468 51.4953509, -0.3951581 51.4948299, -0.3950937 51.4945093, -0.3932269 51.4940016, -0.3930553 51.4937879, -0.3917034 51.4935474, -0.3914889 51.4935608, -0.3902658 51.4931733, -0.3899224 51.4925722, -0.3898366 51.4922382, -0.3897151 51.4915965, -0.3891601 51.4911832, -0.3882443 51.490938, -0.387786 51.4908842, -0.3823821 51.4908218, -0.3815323 51.4908431, -0.3814681 51.4893924, -0.3856524 51.4890316, -0.3867467 51.4890584, -0.3899224 51.4891519, -0.3902658 51.4890183, -0.3903945 51.4884571, -0.3922828 51.4886308, -0.39445 51.4889782, -0.398527 51.4899936, -0.398248 51.491009, -0.3951367 51.4906216, -0.3946431 51.4918507, -0.3964027 51.4921313, -0.398375 51.4923796, -0.3984248 51.4931877, -0.3989347 51.4939095, -0.4016048 51.4942377, -0.4012834 51.4951487, -0.3989132 51.4948166, -0.3987845 51.4955914))",,yahoo,,golf_course,Airlinks Golf Course,"[25446079, 10067020151, 25446080, 25446081, 25446082, 25446083, 25446084, 25446085, 25446086, 25446087, 25446088, 25446089, 25446068, 25446067, 567137986, 567137971, 567137968, 567137964, 567137962, 25446053, 25446054, 25446055, 25446056, 25446057, 25446058, 25446059, 25446060, 25446061, 25446062, 25446063, 25446064, 25446069, 25446073, 25446074, 25446075, 25446076, 25446077, 25446078, 25446079]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3390131 51.4954567, -0.3384197 51.4956592, -0.3373982 51.4957312, -0.3362287 51.4957536, -0.3347172 51.4956389, -0.3344538 51.4955867, -0.3341536 51.4954106, -0.3337641 51.4951516, -0.3326365 51.4943128, -0.3306002 51.492487, -0.3303653 51.4922753, -0.3293476 51.4915058, -0.3311498 51.4902087, -0.3327806 51.4893403, -0.333081 51.4889929, -0.3347001 51.4880196, -0.3350551 51.488218, -0.3361616 51.4876543, -0.3365176 51.4879135, -0.3362908 51.4883808, -0.3364107 51.4884089, -0.3364611 51.4884841, -0.3361672 51.4887382, -0.33627 51.489036, -0.3359741 51.4892532, -0.3360567 51.4893617, -0.3353555 51.4898446, -0.335492 51.4900019, -0.3363158 51.4904465, -0.3372161 51.4908352, -0.3377294 51.4910935, -0.3382533 51.491593, -0.3390034 51.4927204, -0.3400977 51.4933884, -0.3407088 51.4948975, -0.3390131 51.4954567))",,yahoo,,golf_course,Wyke Green Golf Club,"[25480018, 8221160636, 2748541811, 2748541925, 2748542171, 10158138176, 25479888, 25479859, 10158138175, 2748542492, 2748542197, 25479860, 25479861, 25479862, 25479863, 25479864, 25479865, 25479866, 5654818262, 5654818267, 8572838506, 5654818266, 5654818265, 5654818264, 5654818263, 8572838505, 25479868, 25479869, 8572838504, 25479870, 8572838503, 25479871, 25479872, 25479873, 25479880, 25480018]",,,,,,,,,+44 20 8560 8777,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0956861 51.5965816, 0.0959006 51.5963417, 0.095599 51.5948729, 0.0963197 51.5947512, 0.0975475 51.5946133, 0.0983184 51.594544, 0.0986647 51.5943302, 0.0997356 51.5936777, 0.1000904 51.5940227, 0.1003863 51.5939013, 0.1006451 51.5938445, 0.1009964 51.593774, 0.1013723 51.5937417, 0.1017895 51.5937513, 0.1022199 51.5938289, 0.1033035 51.5940749, 0.1043335 51.5925552, 0.104227 51.5923351, 0.1039991 51.5921439, 0.1038039 51.5919731, 0.1034966 51.5918487, 0.1023808 51.5916088, 0.098545 51.5918383, 0.0977031 51.5918887, 0.097396 51.5918564, 0.0969349 51.591759, 0.0962623 51.5915556, 0.0962406 51.591549, 0.0957208 51.5913241, 0.0956857 51.5911769, 0.0944325 51.5906986, 0.0942481 51.5906526, 0.0941345 51.5905645, 0.0941042 51.5904841, 0.0941231 51.5904037, 0.094242 51.5903346, 0.0943812 51.5901085, 0.0959865 51.5893158, 0.0963942 51.5886892, 0.0982672 51.5891597, 0.098672 51.5889672, 0.0991879 51.5886969, 0.0949849 51.5861469, 0.0937655 51.5861462, 0.0934464 51.5861902, 0.0923424 51.5862332, 0.0911156 51.5863318, 0.0890986 51.5867827, 0.0902358 51.5916761, 0.0911043 51.5947261, 0.0924889 51.5951287, 0.0926605 51.5957152, 0.0956861 51.5965816))",,,,golf_course,Fairlop Waters Golf Club,"[25520150, 25520152, 25520159, 5364788010, 2365047768, 25520162, 1777189055, 25520632, 25520702, 7473956668, 7473956669, 7473956670, 25521676, 7473956671, 7473956672, 25522004, 25522028, 7474704342, 7474704341, 7474704343, 25522027, 25522029, 747066791, 25522030, 7475634513, 7475634512, 7475634511, 7475634508, 7475634510, 7475634509, 25522031, 7475634507, 7475634505, 7475634506, 7475634504, 7475634503, 25542670, 25522026, 25522025, 25522036, 7486685854, 25522037, 25522054, 325244118, 6824030476, 325244116, 25542669, 25521838, 25520137, 25520141, 25520144, 25520147, 25520150]",,,,IG6 3HN,,,,,+44 20 8500 9911,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.2453821 51.4620996, -0.2453609 51.4618624, -0.2453057 51.4614086, -0.2455232 51.4613971, -0.2453735 51.4604727, -0.245439 51.4601421, -0.2456452 51.4584095, -0.2456538 51.4583371, -0.2456652 51.4582417, -0.2458287 51.4575829, -0.2457904 51.4574238, -0.2461822 51.4574012, -0.2464185 51.4571372, -0.2467471 51.4567772, -0.2469104 51.45662, -0.2470522 51.4564594, -0.2476661 51.4564155, -0.2482481 51.4564482, -0.2499467 51.4562195, -0.2507051 51.4559671, -0.2507927 51.455917, -0.2510816 51.4554926, -0.2511617 51.4553967, -0.2514748 51.4548473, -0.2541077 51.4550885, -0.2544004 51.4551234, -0.2545611 51.4551646, -0.2546196 51.4552282, -0.2539981 51.4562442, -0.2534108 51.4571269, -0.2524811 51.4585678, -0.2513033 51.4604326, -0.2503629 51.4618765, -0.2497125 51.4628766, -0.2494277 51.4628387, -0.249409 51.4628665, -0.2490114 51.4629017, -0.2487925 51.4628329, -0.2472141 51.4629464, -0.2462336 51.4630628, -0.2460886 51.4630686, -0.2456543 51.4630773, -0.2455516 51.463022, -0.2455105 51.4625274, -0.2453821 51.4620996))",,,,golf_course,Roehampton Club Golf Course,"[25631800, 6205311421, 8622206230, 8622206229, 6205311406, 25631801, 8372177550, 8372177549, 25631802, 2975370133, 8521327341, 6606467378, 25631803, 1569013691, 8521327340, 1569013675, 8521327339, 1569013685, 25631805, 1569013663, 8521327321, 5944427417, 1569077672, 25631806, 1569013656, 1569013658, 1569013660, 25631807, 25631808, 25631809, 25631810, 25631811, 25631813, 25631798, 3461326090, 3461326091, 3461326092, 3461330293, 2143127882, 2143127885, 3461330294, 3461330297, 3461330296, 3461330295, 25631800]",,,,,,,,,,https://www.roehamptonclub.co.uk/,,,,OS 1:25k,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.2440951 51.4413483, -0.2450261 51.4409727, -0.2459457 51.4405916, -0.2470833 51.440123, -0.247586 51.4399292, -0.2490698 51.4393333, -0.2505974 51.4386975, -0.2511457 51.4384756, -0.2519131 51.4381745, -0.2532735 51.4376265, -0.2540213 51.4373192, -0.2540809 51.4373738, -0.2544625 51.4377159, -0.2547955 51.4382727, -0.2549141 51.4387506, -0.2550052 51.4393747, -0.2552459 51.4405289, -0.2552336 51.441252, -0.2551309 51.4415394, -0.2548428 51.4419067, -0.2547945 51.4419981, -0.2545622 51.4424373, -0.2545059 51.4427741, -0.2546692 51.4432098, -0.2547561 51.4434416, -0.2547216 51.4435884, -0.2544028 51.443935, -0.2542878 51.4441933, -0.2545642 51.4473117, -0.2548243 51.4485046, -0.2549807 51.4496952, -0.2551629 51.4507405, -0.2550762 51.4512978, -0.2547238 51.4519335, -0.2543587 51.451857, -0.253648 51.4517288, -0.2534868 51.4521099, -0.2533309 51.4520512, -0.2530416 51.4519157, -0.2525334 51.4516729, -0.252163 51.4514705, -0.2519815 51.4515298, -0.2513728 51.4512262, -0.2500367 51.4505728, -0.2489531 51.449942, -0.2484408 51.4497689, -0.2476532 51.4493438, -0.2471869 51.4491344, -0.2465656 51.4485077, -0.2462619 51.4480384, -0.2459575 51.4477017, -0.2449783 51.44678, -0.2449235 51.4467284, -0.2437007 51.4454949, -0.2429842 51.4446663, -0.2450985 51.4437947, -0.2445477 51.4432178, -0.2432616 51.4418706, -0.2442244 51.4415143, -0.2440951 51.4413483))",,,,golf_course,Richmond Park Golf Course,"[3934022971, 3934022972, 3934022973, 25632205, 3891378535, 3891378552, 2403341215, 3934022974, 2403341212, 3934022975, 21090076, 2119552268, 21090074, 21090073, 21090072, 21090071, 21090070, 21090069, 1569077631, 735903537, 6694702721, 1569077641, 21090139, 6694702720, 21090140, 1569077648, 1569077649, 21090068, 21090067, 25632219, 21090066, 1164346986, 21090065, 1164346939, 4343591170, 4343591167, 1569032519, 1569032515, 4343591158, 25632221, 1569032507, 4343591157, 25632220, 4480811160, 1569117868, 25632215, 1569117862, 1569117848, 25632214, 7423165044, 295823351, 1569121368, 25632213, 1569121334, 2040792276, 25632211, 7423165059, 25632210, 295823966, 3934022971]",Q7330936,,,,,,,,,,,,,,en:Richmond Park Golf Course,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.4556454 51.5033227, -0.4552997 51.5032773, -0.4550757 51.5037484, -0.4544504 51.5036343, -0.4544935 51.5035414, -0.4537898 51.5033986, -0.4531973 51.5032784, -0.4516935 51.5028783, -0.4517634 51.5025957, -0.4514201 51.5015405, -0.4520209 51.5004853, -0.4526432 51.5005254, -0.4528577 51.500325, -0.4541595 51.5004148, -0.4543449 51.5004276, -0.4544241 51.5004331, -0.4545593 51.5004424, -0.4546343 51.5004476, -0.4547414 51.500455, -0.4548108 51.5004679, -0.4551897 51.5005385, -0.4561775 51.5005443, -0.4556454 51.5033227))",,,,golf_course,Heathpark Golf Course,"[8795064749, 8795064781, 8795064782, 8795064783, 8795064784, 8795064742, 8795064758, 3268324121, 25676443, 25676442, 25676441, 25676440, 25676439, 8795113080, 8795113098, 8795113097, 8795113095, 8795113094, 2965199815, 8795113093, 2965199816, 25676438, 8795064749]",,West Drayton,,UB7 9NA,Stockley Road,9 hole Par 30,9_hole,30,+44 1895 444232,http://heathparkgolf.com/,,,,,,info@heathparkgolf.com,,,,,,,,,,,,,,,,,
"POLYGON ((0.2202478 51.6337025, 0.2226075 51.6319873, 0.2235094 51.6313317, 0.2223721 51.6303461, 0.2235821 51.6299543, 0.2232734 51.6295869, 0.2237454 51.6293737, 0.2224151 51.6280284, 0.2194373 51.6290611, 0.2185741 51.6293604, 0.218463 51.6293293, 0.218145 51.6292405, 0.217394 51.6303727, 0.2170077 51.6302262, 0.215334 51.6313317, 0.2150122 51.6312784, 0.2124158 51.6330765, 0.2113214 51.6328234, 0.2109573 51.6334753, 0.2107635 51.6338223, 0.2119223 51.6342618, 0.2126733 51.6346614, 0.2131453 51.6350343, 0.2137462 51.6354471, 0.2147976 51.6359532, 0.2156559 51.6362862, 0.2162147 51.6364717, 0.2165786 51.6365925, 0.2202478 51.6337025))",,yahoo,,golf_course,Stapleford Abbotts - Priors Golf Course,"[25839924, 8429362912, 25839923, 25839922, 25839921, 25839913, 25839917, 25839910, 2944348865, 25839909, 2944348030, 25839906, 25839903, 25839901, 25839896, 25839890, 25839887, 25839886, 3371438659, 25839885, 25839951, 25839948, 25839945, 25839933, 25839927, 25839926, 2598483030, 25839925, 25839924]",,Stapleford Abbotts,,RM4 1JU,Horseman Side,18 hole Par 70 Monastery Course,18_hole,70,+44 1277 373 344,https://staplefordabbottsgolf.co.uk/,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1891437 51.5942886, 0.188552 51.5956296, 0.1884668 51.5958227, 0.1887672 51.5959293, 0.1883884 51.5967786, 0.1866717 51.5965226, 0.1864725 51.596955, 0.1861739 51.5976031, 0.1861082 51.5977457, 0.1855508 51.5989552, 0.1866127 51.599014, 0.1879326 51.6009012, 0.1881171 51.6008109, 0.1890535 51.6003525, 0.189549 51.5999838, 0.1899925 51.599675, 0.1901109 51.5995822, 0.1910114 51.5988768, 0.1910654 51.5988353, 0.1931897 51.5999016, 0.193867 51.6004534, 0.1961509 51.6023139, 0.1975241 51.6010611, 0.1978314 51.6012388, 0.1983623 51.6015458, 0.1987687 51.6017808, 0.1990497 51.6013117, 0.1997987 51.6000615, 0.1985541 51.5993151, 0.1989618 51.5990219, 0.2001205 51.5992218, 0.2003359 51.59915, 0.200384 51.5991354, 0.2014448 51.5988156, 0.2014235 51.5987842, 0.2012895 51.5985865, 0.2006784 51.5978889, 0.2003818 51.5976356, 0.2003093 51.5975737, 0.1998794 51.5972064, 0.1998201 51.5971558, 0.1996521 51.5970291, 0.1994785 51.5969543, 0.1993923 51.5969967, 0.1993092 51.5970712, 0.1991858 51.5971818, 0.1989895 51.5972255, 0.1988602 51.5971675, 0.1986673 51.5970571, 0.1986202 51.5970416, 0.1981232 51.596878, 0.1974986 51.5965967, 0.19718 51.5962964, 0.1970769 51.5961297, 0.1970513 51.5961195, 0.1958168 51.595625, 0.1939018 51.5953779, 0.1937691 51.5953697, 0.1892118 51.5943045, 0.1891437 51.5942886))",,yahoo,,golf_course,Risebridge Golf Centre,"[298259658, 5598629803, 298259657, 298259656, 298259655, 298259654, 10117316386, 2079790016, 5598629804, 25892865, 25892866, 25892867, 10077776612, 25892869, 9569644161, 25892870, 3568481677, 3568481679, 25892871, 25892873, 3202871486, 25892839, 25892840, 7741759397, 7741759398, 25892841, 7741759403, 25892842, 25892843, 25892848, 25892853, 5598628864, 5598628881, 25892855, 5598628867, 32566349, 25892856, 5598628865, 3777981277, 7753548133, 25892857, 5598628746, 5598628745, 5598628744, 7753548134, 5598628743, 5598628742, 5598628741, 5598628740, 7753548136, 5598628739, 5598628738, 5598628737, 5598628736, 7753548125, 25892922, 7753548116, 25892859, 3777981268, 298259658]",,Romford,,RM1 4DG,Risebridge Chase,18 hole Par 72,18_hole,72,+44 1708 741429,http://www.risebridgegolf.com/,,,,,,,Risebridge Golf Course,,,,,,,,,,,,,,,,
"POLYGON ((0.1959577 51.5914772, 0.1952067 51.5923437, 0.1954964 51.5927354, 0.1969636 51.5953243, 0.1983607 51.5952195, 0.1982698 51.5945835, 0.1982266 51.5942814, 0.2005655 51.5939481, 0.2020675 51.5936815, 0.2044693 51.592893, 0.2058148 51.5924329, 0.2057898 51.5922571, 0.2055081 51.5902758, 0.2052069 51.58991, 0.2002874 51.5880314, 0.2008337 51.587412, 0.2002804 51.5872832, 0.1997311 51.5871757, 0.1995642 51.5874684, 0.1988116 51.5872511, 0.1984683 51.5876111, 0.198174 51.5878548, 0.1975241 51.5883843, 0.1969448 51.5892109, 0.1969448 51.5894509, 0.197095 51.5896642, 0.1975456 51.5899175, 0.1975456 51.5900774, 0.1967048 51.5908186, 0.1959577 51.5914772))",,yahoo,,golf_course,Romford Golf Club,"[25894049, 25894043, 60095109, 1436424039, 1436424024, 3777981279, 1436424023, 1436424035, 1436424021, 747020695, 747020263, 2081242653, 747020136, 747020404, 747020621, 2167337482, 1263563915, 1266074842, 1436424016, 25894057, 25894056, 245797376, 25894055, 25894054, 25894053, 25894052, 25894051, 25894050, 2142099729, 25894049]",,Romford,,RM2 5QB,Heath Drive,18 hole Par 71,18_hole,71,+44 1708 749393;+44 1708 740986,https://www.romfordgolfclub.com/,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.2115049 51.4393033, -0.2112535 51.4395644, -0.2110233 51.4398342, -0.2107198 51.4402385, -0.2106097 51.4403908, -0.2105547 51.4404673, -0.2105349 51.4404837, -0.2104468 51.4404713, -0.2099531 51.4394754, -0.2096123 51.4388661, -0.2095271 51.4387496, -0.2092768 51.438407, -0.2088314 51.4380645, -0.2077883 51.4373185, -0.2080258 51.4372302, -0.2085774 51.4373099, -0.2089762 51.4374368, -0.2090449 51.4374548, -0.2090371 51.4374741, -0.2090042 51.4375067, -0.2089654 51.4375363, -0.2089187 51.4375524, -0.2088615 51.4375635, -0.2088139 51.437566, -0.208811 51.4375832, -0.2088688 51.4375801, -0.2089508 51.4375614, -0.2090223 51.4375217, -0.2090827 51.4374596, -0.2091336 51.4374435, -0.2092881 51.4374367, -0.2094193 51.4375014, -0.2095602 51.4375324, -0.2097222 51.4375318, -0.2098498 51.4375142, -0.2100024 51.4374792, -0.2101423 51.4374357, -0.2102657 51.4373817, -0.2103525 51.4373045, -0.2104224 51.437224, -0.2104673 51.4371194, -0.2104182 51.4370274, -0.2100369 51.436806, -0.2093132 51.4363808, -0.2088102 51.436103, -0.2085815 51.4358788, -0.2094107 51.4356646, -0.2119909 51.4349455, -0.2114697 51.4341056, -0.2112671 51.4337812, -0.2110774 51.433807, -0.2106897 51.4337215, -0.2091678 51.434195, -0.2089711 51.4342086, -0.2088654 51.4340769, -0.2088389 51.433904, -0.2087808 51.4338588, -0.2087356 51.4338113, -0.2087215 51.4337777, -0.2087309 51.4337396, -0.2087658 51.4336976, -0.2088629 51.4336696, -0.2089771 51.4336618, -0.2090856 51.4335886, -0.2091865 51.4334808, -0.209136 51.4334695, -0.2087796 51.4333894, -0.208515 51.4336262, -0.2085236 51.4336681, -0.2084923 51.4336875, -0.2084162 51.4337081, -0.2078941 51.4338542, -0.2075114 51.4339933, -0.2071832 51.4341756, -0.2070065 51.4348091, -0.2067169 51.4351234, -0.20611 51.435525, -0.2053597 51.4355689, -0.2047392 51.4356471, -0.2042707 51.4356317, -0.203318 51.4350531, -0.2036173 51.434925, -0.2039421 51.434765, -0.2041242 51.4346667, -0.2042366 51.4345995, -0.2043484 51.4345308, -0.2047832 51.434248, -0.2050148 51.4341001, -0.2056857 51.433635, -0.2064076 51.4331094, -0.2071155 51.4325926, -0.2076948 51.4321518, -0.2081234 51.4317775, -0.2084884 51.4314171, -0.2086978 51.4311917, -0.2087902 51.4310825, -0.2089419 51.4310983, -0.2089614 51.4310919, -0.2091202 51.4311288, -0.2094112 51.4311723, -0.2099909 51.4312431, -0.2101956 51.4308224, -0.2103719 51.4304929, -0.2107341 51.4297721, -0.2122435 51.430116, -0.2121957 51.4304269, -0.2121266 51.4309051, -0.2121482 51.4311953, -0.2122366 51.4320238, -0.2122964 51.432942, -0.2123282 51.4335394, -0.2124216 51.4337978, -0.2125396 51.4340423, -0.2125442 51.4340518, -0.212647 51.4342352, -0.2127614 51.4344208, -0.2130322 51.4347738, -0.2135618 51.4354299, -0.2136605 51.435598, -0.2137176 51.4358531, -0.2137142 51.4361364, -0.2136725 51.4364197, -0.2134603 51.4369338, -0.2132099 51.4374132, -0.2130201 51.4377367, -0.2125533 51.4382389, -0.2115049 51.4393033))",,,,golf_course,Wimbledon Park Golf Club,"[26114732, 8355453754, 8355453752, 8355453753, 6806277708, 26114733, 22276818, 7124616758, 22276820, 22276823, 7392946038, 26114736, 22276824, 22276827, 26114738, 26114936, 7122249485, 7125646900, 7125646899, 7125646898, 7125646896, 7125646895, 7125646894, 7125646893, 7125646892, 7125646891, 7125646890, 7125646889, 7125646888, 7122237784, 26114739, 1570927793, 7123943791, 1570927792, 7123943792, 26114740, 7123943793, 7123943794, 26114741, 7123943795, 1570927791, 26114746, 26114747, 26114929, 26114748, 26114749, 26114750, 26114751, 26114755, 26114792, 26114794, 7124647412, 2191989221, 26114795, 1570891196, 26114884, 1570891181, 1570891177, 1570891171, 26114883, 26114798, 7025851688, 7025851689, 7025851690, 7025851691, 7125646887, 7025851692, 26114801, 26114893, 1570891168, 26114802, 26114895, 26114803, 26114804, 26114805, 26114633, 26114867, 26114901, 26114902, 26114868, 26114872, 3229582226, 3235986856, 26114873, 3235986851, 4383895266, 4383895276, 4383895265, 26114813, 26114811, 26114810, 26114809, 26114808, 4383895258, 4383895259, 4383895260, 10100703850, 26114816, 10100703849, 10100703848, 26114817, 10100703847, 10100703846, 26114855, 26114864, 26114819, 3230235839, 1570916764, 26114807, 2191989235, 2191989198, 2941992170, 7392946035, 26114754, 2941992155, 2941992154, 26114753, 26114752, 1570916766, 26114745, 7392946036, 26114744, 7392946037, 26114743, 1570916770, 26114742, 26114732]",,London Borough of Merton,,SW19 7HR,Home Park Road,18 hole Par 66,18_hole,66,+44 20 8946 1250,https://www.wpgc.co.uk/,,,,,,secretary@wpgc.co.uk,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1675851 51.5762261, -0.1681052 51.5766307, -0.166885 51.5787827, -0.1669353 51.5792273, -0.1670104 51.58008, -0.1672508 51.580961, -0.1669396 51.582001, -0.1646912 51.5821096, -0.1635359 51.5818533, -0.1626847 51.5816124, -0.1618077 51.5813641, -0.1611823 51.5811839, -0.1603735 51.580951, -0.1588193 51.5804489, -0.160945 51.5778224, -0.1611431 51.5773609, -0.1624338 51.5761669, -0.1641311 51.5749734, -0.1650816 51.5750352, -0.1662376 51.5752623, -0.1675851 51.5762261))",,Yahoo imagery,,golf_course,Highgate Golf Club,"[26708356, 83664349, 26708358, 26708346, 26708347, 620811453, 620811455, 620811457, 83672476, 620811461, 83672477, 7638172621, 83672479, 26708351, 620811622, 6945721215, 26708353, 620811550, 83664350, 620811554, 26708356]",,London,,N6 4AH,Denewood Road,18 hole Par 69,18_hole,69,+44 20 8340 1906,https://www.highgategc.co.uk/,,,,,,,,,,,,,,,,,,,,,,,
